Start Time,End Time,Sentence,Translation,Emotion_fine,Emotion_core,Intensity,Translation_Predicted
15:06.3,15:08.3,"Spokojnie, nie mamy źle, tak?","Calm down, we don't have it bad, right?",reassurance,happiness,mild,"Don't worry, it's a bad thing."
15:09.3,15:11.3,"Mamy obsuwę, ale jest dobrze.","We have a delay, but it's okay.",reassurance,happiness,mild,"We've got a good time, but it's okay, and it's okay."
15:13.3,15:16.3,"Ludzie, słuchajcie, nie nakładamy tak ciasta.","People, listen, we don't put the dough on like that.",impatience,anger,mild,"People, listen, look, we're gonna play this game, and look, you know, like, other people."
15:16.3,15:17.3,Co to jest?,What is this?,curiosity,neutral,neutral,"What's this, uh, it's not like it's a big deal?"
15:17.3,15:19.3,To jest ciasto jeszcze raz do zrobienia.,This is a cake to be made again.,resignation,neutral,neutral,"This is one more time, and it's a cake to do it."
15:20.3,15:21.3,Dobra.,Okay.,acceptance,neutral,neutral,"All right, well, it's okay."
15:22.3,15:25.3,Minęło już godzinę i piętnaście minut.,An hour and fifteen minutes have already passed.,impatience,anger,mild,"It's been a day since you're out of the floor, and it's been found dead."
15:25.3,15:26.3,Pół metra.,Half a meter.,neutrality,neutral,neutral,It's a half-hour period of eight feet.
15:27.3,15:28.3,Słyszycie?,Do you hear?,curiosity,neutral,mild,You're not listening to me.
15:28.3,15:29.3,Jest pół metra?,Is it half a meter?,uncertainty,neutral,neutral,Is there a half-hour limitation?
15:29.3,15:30.3,"Pół metra, tak.","Half a meter, yes.",acceptance,neutral,neutral,"Six feet, yeah, that's how it works."
15:32.3,15:34.3,A ja zaczynam się martwić.,And I'm starting to worry.,worry,fear,mild,And I'm starting to worry about it.
15:34.3,15:36.3,"Jak skończymy z mięsem, zawijamy naleśniki.","When we finish with the meat, we wrap the pancakes.",anticipation,neutral,mild,"Like we're going to have to finish the red carpet, then we're gonna have to let go."
15:36.3,15:37.3,Kto żyw?,Who is alive?,curiosity,surprise,mild,Who wants to live in the middle of the world?
15:37.3,15:42.3,"Dla mnie u niebieskich jest dobre to, że już coś usmażyli.","For me, what's good about the blue team is that they've already fried something.",appreciation,happiness,mild,"It's a good thing for me to say that it's a good blue sky, and it's a good thing."
15:43.3,15:44.3,"Tak, to prawda.","Yes, that's true.",acceptance,neutral,neutral,"Yes, it's true that it's true to be the truth."
15:45.3,15:49.3,"Czarli, stajesz tu, ja ci podaję, a ty zwijasz i odkrabasz, dobrze?","Czarli, you stand here, I hand it to you, and you roll it up and scrape it off, okay?",instruction,neutral,neutral,"You're lying to the Black Guardian, and I'm gonna blow you up, and I'm gonna throw you up, and you're gonna get the hell out of here, okay?"
15:49.5,15:50.5,Dobra.,Okay.,acceptance,neutral,neutral,"All right, well, it's okay."
15:51.5,15:54.5,"Ruchaj teraz, trzeba się ruszać tam.","Move now, we need to move there.",urgency,fear,moderate,"Come on, Rusty, you need to move in there."
15:58.5,16:02.5,"Czy jesteś przekonany, że się wyrobisz, czy masz wątpliwości?","Are you convinced that you will make it, or do you have doubts?",uncertainty,fear,moderate,"Do you have any doubt that you're connected to, uh, you're interested in the middle of the equation?"
16:02.5,16:03.5,Uczciwie powiedz.,Say it honestly.,expectation,neutral,mild,"In fact, tell me, the truth is, uh, uh, uh, it's a game."
16:03.5,16:05.5,"Mam lekkie wątpliwości, ale staramy się, żeby było dobrze.","I have slight doubts, but we are trying to make it right.",uncertainty,fear,mild,"I've got a lesson, but we're trying to figure out how to use it."
16:05.5,16:07.5,Co najbardziej ci martwi teraz?,What worries you the most right now?,concern,fear,mild,What's the most concerned about now?
16:07.5,16:08.5,Ciasto.,Cake.,neutrality,neutral,neutral,The Cylons have a crush on the C.I.
16:08.5,16:11.5,"Michel zauważył, że mamy troszeczkę spowolnione tempo.",Michel noticed that we have a slightly slowed pace.,observation,neutral,neutral,"Michelle, he sees that we have a lead to the throne."
16:11.5,16:14.5,"Ty widzisz tę pizzę w piecu za dwie minuty, zgadza się?","You see that pizza in the oven in two minutes, right?",expectation,neutral,mild,"You know, you see, you're gonna see that pizza couple of minutes, and you're gonna see that pizza?"
16:14.5,16:15.5,"Tak, szef.","Yes, boss.",compliance,neutral,neutral,"Yeah, well, the boss's boss is the boss who's boss."
16:15.5,16:17.5,"Muszą być w piecu, dlatego że nie się wyrobisz.","They have to be in the oven, because otherwise you won't make it in time.",pressure,fear,moderate,"They have to be in the middle of the game, and that's why you're gonna have to be a dick."
16:17.6,16:19.6,"Ciasto ma być w piecu, teraz.","The cake is supposed to be in the oven, now.",impatience,anger,moderate,"Crews, now you're gonna have to be a baby-sama."
16:19.6,16:22.6,"Myślałem, chłopie, idź mi stąd, daj mi pracować, tak?","I thought, man, get out of here, let me work, right?",irritation,anger,moderate,"I thought you'd better be working with me, man, get out of here."
16:23.6,16:26.6,"Daniel, Paweł, wałkować ciasto na pizzę.","Daniel, Paweł, roll out the pizza dough.",instruction,neutral,neutral,"Daniel, you know, Daniel, he's been giving up a pizza, drinking beer."
16:26.6,16:29.6,"I do piecu mają być pizze, tutaj są ciastka, dobra?","And pizzas are supposed to go in the oven, here are cookies, okay?",confusion,surprise,mild,"And they're supposed to be a pizza kid, okay?"
16:29.6,16:30.6,"Tak, tak, szef.","Yes, yes, boss.",compliance,neutral,neutral,"Yeah, yeah, yeah, yeah, the boss's boss, yeah."
16:32.6,16:36.6,"Michel miał rację, dlatego że nie zdawaliśmy sobie sprawy z tego,","Michel was right, because we were not aware of it,",realization,neutral,mild,"Michelle had a right to realize that we were right about it, and that's why he was right."
16:36.6,16:39.6,że musimy wsadzić tyle ptacy pizzy naraz.,that we have to put so many pizza birds in at once.,resignation,neutral,neutral,We're gonna have to put together so much pizza that we're going to have to get pizza.
16:40.6,16:43.6,"Ale szybszej, co ty mi robisz, kolego?","But faster, what are you doing to me, buddy?",impatience,anger,moderate,"But, buddy, what are you doing?"
16:44.6,16:45.6,Jak postawisz ten ser?,How will you place this cheese?,curiosity,neutral,mild,How's that trip to the show?
16:47.6,16:49.6,"Do pieca, nie czekaj, do pieca.","To the oven, don't wait, to the oven.",impatience,anger,moderate,"On the other hand, wait, wait, wait, wait, wait, wait."
16:50.6,16:51.6,"Do pieca, dawaj.","To the oven, come on.",impatience,anger,mild,"Come on, let's get the fuck out of here."
16:52.6,16:53.6,"Dał nam kopa, dał nam powera.","He gave us a kick, he gave us power.",motivation,happiness,moderate,"Demetz gave us a hand, and he gave us a handkerchief."
16:53.6,16:55.6,"Pizza ma być sos, nie może być sucha.","There has to be sauce on the pizza, it can't be dry.",insistence,anger,mild,"Pursuant to be a sauce, the sauce can't be in the sauce."
16:56.6,16:57.6,I było naprawdę...,And it was really...,anticipation,neutral,mild,And there was a real thing that was...
17:02.6,17:05.6,"Byłem przekonany, że czerwoni są lepsi, a ja martwię.","I was convinced that the reds are better, and I am worried.",worry,fear,moderate,I was so worried that I was worried and I was worried about the red carpet.
17:05.6,17:08.6,"Organizacja rozpadła się całkowicie, jest dramat.","The organization has completely fallen apart, it's a drama.",despair,sadness,intense,It's totally impossible for the bastard's sake of a bitch.
17:08.6,17:11.6,"A u niebiescy myślę, że trochę lepszy.","And with the blue ones, I think it's a bit better.",preference,neutral,mild,And I think it's better to think of you.
17:11.6,17:12.6,A co do smaku jest lepiej.,"And as for the taste, it's better.",satisfaction,happiness,mild,"And it's better than that, and it's better for a taste of paper."
17:12.6,17:15.6,"Mają to dać dzieciom jeść, to jest ewidentne.","They are supposed to give this to the children to eat, that's obvious.",certainty,neutral,neutral,"They have a way to eat it, and this is the e-mail of the kids."
17:15.8,17:20.8,"Ostatnie piętnaście minut i słuchajcie, dzieci jadą do nas już.","The last fifteen minutes and listen, the children are already coming to us.",anticipation,happiness,moderate,"The last three minutes, listen, listen, look, the kids are going to take care of us."
17:20.8,17:22.8,Ostatnie piętnaście minut.,The last fifteen minutes.,anticipation,neutral,neutral,The last floor is that you're going to have to be on the floor.
17:22.8,17:24.8,Ugotowanie potraw to nie wszystko.,Cooking the dishes is not everything.,resignation,neutral,neutral,It's all right. It's all right.
17:24.8,17:26.8,Trzeba pomyśleć o ich sprawnym wydawaniu.,We need to think about distributing them efficiently.,consideration,neutral,neutral,You need to think of them as a result of their behavior.
17:27.8,17:31.8,"Ja wydaję nuggetsy, Adam kładzie chipsy, Jola nakłada naleśnik.","I serve nuggets, Adam puts chips, Jola puts a pancake.",routine,neutral,neutral,"I'm going to have to take the chips on the chip, Adam, and I'm gonna have to take the chips on the chip."
17:31.8,17:32.8,Kto warzywa daje dla dzieci?,Who gives vegetables to the children?,curiosity,neutral,neutral,Who gives a shit about the kids?
17:33.8,17:35.8,"I keczup, dobrze?","And ketchup, okay?",expectation,neutral,mild,"And it's okay, and it's okay for me to talk to you, okay?"
17:35.8,17:37.8,"Słucham, jesteś koło mnie tutaj.","I'm listening, you are next to me here.",receptiveness,neutral,neutral,"You're right, you're here, and I'll listen to you."
17:37.8,17:39.8,"Za warzywa, owoce i keczup.","For vegetables, fruits, and ketchup.",indifference,neutral,neutral,"It's a disgrace to the gurney, and it's all in the world."
17:39.8,17:42.8,"Dla mnie najważniejsze, żeby zadowolować te dzieci.","For me, the most important thing is to please these children.",care,happiness,mild,"For me, those kids are very happy to have sex with me."
17:42.8,17:43.8,Niech się najedzą.,Let them eat their fill.,resignation,neutral,neutral,They're gonna be able to make it to the chase.
17:44.8,17:56.8,Kiedyś hejnał Zwierzy Mariackiej ogłaszał niebezpieczeństwo. Dziś także będzie się działo.,"Once, the bugle call of St. Mary's Church announced danger. Today, something will also happen.",anticipation,surprise,mild,"This day, Maria's gonna be able to get caught up in a danger of trouble."
17:56.8,18:20.8,Muzyka,Music,neutrality,neutral,neutral,Music is a waste of the country.
18:20.8,18:24.8,Jak zobaczyłem ta banda dzieciaków.,When I saw that gang of kids.,apprehension,fear,mild,"Like the kids I've seen before, I've seen the kids."
18:24.8,18:26.8,Wow!,Wow!,amazement,surprise,moderate,"Wow, what's the matter with you?"
18:26.8,18:29.8,Muzyka,Music,neutrality,neutral,neutral,Music is a waste of the country.
18:29.8,18:32.8,"Nie jest dobrze, jest ich multum.","It's not good, there are a lot of them.",concern,fear,moderate,"It's okay, it's not good for them."
18:32.8,18:34.8,Muzyka,Music,neutrality,neutral,neutral,Music is a waste of the country.
18:34.8,18:38.8,"Nie no, wydało mi się, że jest więcej niż 150 dzieciaków, no nie?","No, I thought there were more than 150 kids, right?",doubt,surprise,mild,"It didn't work out for me anymore, and it's more than 150 kids."
18:38.8,18:40.8,Muzyka,Music,neutrality,neutral,neutral,Music is a waste of the country.
18:40.8,18:44.8,"Dzieci, dzieci, dzieci, a za dziećmi jeszcze stały dzieci.","Children, children, children, and behind the children there were still more children standing.",overwhelm,surprise,intense,"Kids, children, children, children, children, children, children, children, children, and children, and children, and children, and children, you're gonna have a baby."
18:44.8,18:47.8,Witajcie w Masterchefie!,Welcome to Masterchef!,excitement,happiness,moderate,"Welcome to Malaysia, welcome to Maureen."
18:47.8,18:51.8,Gdzie są solenizanci?,Where are the birthday people?,curiosity,neutral,mild,Where are you going?
18:51.8,18:55.8,Muzyka,Music,neutrality,neutral,neutral,Music is a waste of the country.
18:55.8,18:57.8,Lubicie prezenty?,Do you like gifts?,curiosity,neutral,mild,"She likes to like it, you know?"
18:57.8,18:58.8,Tak.,Yes.,acceptance,neutral,neutral,"Yeah, well, that's how it's been."
18:58.8,19:01.8,Mamy prawdziwy fartucha Masterchefa.,We have a real Masterchef apron.,pride,happiness,moderate,We've got a real paint on the farmhouse.
19:01.8,19:05.8,"Pójdź Kalenka, ładny.","Come on, Kalenka, pretty one.",affection,happiness,mild,"Come on, you guys, you're going to have to be nice."
19:05.8,19:07.8,Troszkę za duży.,A little too big.,dissatisfaction,disgust,mild,It's a big deal.
19:07.8,19:09.8,Będziesz mogła gotować w prawdziwym fartuchu.,You will be able to cook in a real apron.,anticipation,happiness,mild,You can cook a real paint on the farm.
19:09.8,19:11.8,Wyglądasz jak prawdziwy Masterchef.,You look like a real Masterchef.,admiration,happiness,mild,"You look real, uh, you look like Mabel Magicapolis."
19:11.8,19:13.8,Oklaski,Applause,appreciation,happiness,mild,"Okay, well, it's okay for a minute."
19:13.8,19:16.8,Oczywiście kosze też są dla Was.,"Of course, the baskets are for you too.",inclusion,happiness,mild,"Of course, they're also in the middle of your mouth, and they're also there."
19:16.8,19:20.8,"Słuchajcie, tutaj są dwie drużyny, niebiescy i czerwony,","Listen, there are two teams here, the blue and the red,",announcement,neutral,neutral,"Listen, there's a team on the blue team, and there's a team, and there's a blue team."
19:20.8,19:22.8,które przygotowali coś dla Was.,who prepared something for you.,appreciation,happiness,mild,They were prepared for you to be prepared for something.
19:22.8,19:25.8,Będziecie spróbowali danie główne i deser.,You will try the main course and dessert.,expectation,neutral,neutral,You're gonna try and try and try and get the dessert from the gasoline.
19:25.8,19:28.8,"I najważniejszej po jedzeniu musicie wybierać,","And most importantly, after eating you have to choose,",instruction,neutral,neutral,"And you have to choose them to choose the most important thing to choose,"
19:28.8,19:31.8,która drużyna najlepszej gotowała.,which team cooked the best.,curiosity,neutral,neutral,The team was ready to move on the best team.
19:31.8,19:33.8,I to jest ważne dzisiaj.,And this is important today.,importance,neutral,mild,And it's important that it's important that it's important for today.
19:33.8,19:38.8,Dostaniecie szpigulec i wybijecie balon kolorowy,You will get a pin and pop a colorful balloon,anticipation,surprise,mild,"For the purposes of the color of the color and the color of the color of the color of the color, you're going to have a colourless colour."
19:38.8,19:40.8,"na tę drużynę, której nie smakował.","for that team, which he did not like.",displeasure,disgust,mild,"He's been playing this team, and he's not gonna like it."
19:40.8,19:42.8,"Albo niebieski, albo czerwony.",Either blue or red.,indecision,neutral,neutral,"Or, like, blue, blue, blue, blue, blue, etc."
19:42.8,19:44.8,Ok?,Ok?,uncertainty,neutral,mild,"Okay, well, it's all right, so it's okay."
19:44.8,19:46.8,Jesteście głodni?,Are you hungry?,curiosity,neutral,neutral,"You're hungry, and you're hungry."
19:46.8,19:48.8,Tak!,Yes!,agreement,happiness,mild,"Yeah, that's how it's been."
19:48.8,19:50.8,"Trzy minuty do końca, trzy minuty.","Three minutes to the end, three minutes.",anticipation,surprise,moderate,"Three minutes ago, the end of the day is over."
19:50.8,19:52.8,Muzyka,Music,neutrality,neutral,neutral,Music is a waste of the country.
19:52.8,19:54.8,Muzyka,Music,neutrality,neutral,neutral,Music is a waste of the country.
19:54.8,19:56.8,Muzyka,Music,neutrality,neutral,neutral,Music is a waste of the country.
19:56.8,19:58.8,Muzyka,Music,neutrality,neutral,neutral,Music is a waste of the country.
19:58.8,20:00.8,Muzyka,Music,neutrality,neutral,neutral,Music is a waste of the country.
20:00.8,20:02.8,Muzyka,Music,neutrality,neutral,neutral,Music is a waste of the country.
20:02.8,20:04.8,Muzyka,Music,neutrality,neutral,neutral,Music is a waste of the country.
20:04.8,20:06.8,Muzyka,Music,neutrality,neutral,neutral,Music is a waste of the country.
20:06.8,20:08.8,Muzyka,Music,neutrality,neutral,neutral,Music is a waste of the country.
20:08.8,20:10.8,Muzyka,Music,neutrality,neutral,neutral,Music is a waste of the country.
20:10.8,20:12.8,Muzyka,Music,neutrality,neutral,neutral,Music is a waste of the country.
20:12.8,20:14.8,Muzyka,Music,neutrality,neutral,neutral,Music is a waste of the country.
20:14.8,20:16.8,Muzyka,Music,neutrality,neutral,neutral,Music is a waste of the country.
20:16.8,20:18.8,Muzyka,Music,neutrality,neutral,neutral,Music is a waste of the country.
20:18.8,20:20.8,Muzyka,Music,neutrality,neutral,neutral,Music is a waste of the country.
20:20.8,20:22.8,Muzyka,Music,neutrality,neutral,neutral,Music is a waste of the country.
20:22.8,20:24.8,Muzyka,Music,neutrality,neutral,neutral,Music is a waste of the country.
20:24.8,20:26.8,Muzyka,Music,neutrality,neutral,neutral,Music is a waste of the country.
20:26.8,20:28.8,Muzyka,Music,neutrality,neutral,neutral,Music is a waste of the country.
20:28.8,20:30.8,Muzyka,Music,neutrality,neutral,neutral,Music is a waste of the country.
20:30.8,20:32.8,Muzyka,Music,neutrality,neutral,neutral,Music is a waste of the country.
20:32.8,20:34.8,Muzyka,Music,neutrality,neutral,neutral,Music is a waste of the country.
20:34.8,20:36.8,Muzyka,Music,neutrality,neutral,neutral,Music is a waste of the country.
20:36.8,20:38.8,Muzyka,Music,neutrality,neutral,neutral,Music is a waste of the country.
20:38.8,20:40.8,Muzyka,Music,neutrality,neutral,neutral,Music is a waste of the country.
20:40.8,20:42.8,Muzyka,Music,neutrality,neutral,neutral,Music is a waste of the country.
20:42.8,20:44.8,Muzyka,Music,neutrality,neutral,neutral,Music is a waste of the country.
20:44.8,20:46.8,Muzyka,Music,neutrality,neutral,neutral,Music is a waste of the country.
20:46.8,20:48.8,Muzyka,Music,neutrality,neutral,neutral,Music is a waste of the country.
20:48.8,20:50.8,Muzyka,Music,neutrality,neutral,neutral,Music is a waste of the country.
20:50.8,20:52.8,Muzyka,Music,neutrality,neutral,neutral,Music is a waste of the country.
20:52.8,20:54.8,Muzyka,Music,neutrality,neutral,neutral,Music is a waste of the country.
20:54.8,20:56.8,Muzyka,Music,neutrality,neutral,neutral,Music is a waste of the country.
20:56.8,20:58.8,Muzyka,Music,neutrality,neutral,neutral,Music is a waste of the country.
20:58.8,21:00.8,Muzyka,Music,neutrality,neutral,neutral,Music is a waste of the country.
21:00.8,21:02.8,Muzyka,Music,neutrality,neutral,neutral,Music is a waste of the country.
21:02.8,21:04.8,Muzyka,Music,neutrality,neutral,neutral,Music is a waste of the country.
21:04.8,21:06.8,Muzyka,Music,neutrality,neutral,neutral,Music is a waste of the country.
21:06.8,21:08.8,Muzyka,Music,neutrality,neutral,neutral,Music is a waste of the country.
21:08.8,21:10.8,Muzyka,Music,neutrality,neutral,neutral,Music is a waste of the country.
21:10.8,21:12.8,Muzyka,Music,neutrality,neutral,neutral,Music is a waste of the country.
21:12.8,21:14.8,Muzyka,Music,neutrality,neutral,neutral,Music is a waste of the country.
21:14.8,21:16.8,Muzyka,Music,neutrality,neutral,neutral,Music is a waste of the country.
21:16.8,21:18.8,Muzyka,Music,neutrality,neutral,neutral,Music is a waste of the country.
21:18.8,21:20.8,Muzyka,Music,neutrality,neutral,neutral,Music is a waste of the country.
21:20.8,21:22.8,Muzyka,Music,neutrality,neutral,neutral,Music is a waste of the country.
21:22.8,21:24.8,Muzyka,Music,neutrality,neutral,neutral,Music is a waste of the country.
21:24.8,21:26.8,Muzyka,Music,neutrality,neutral,neutral,Music is a waste of the country.
21:26.8,21:28.8,Muzyka,Music,neutrality,neutral,neutral,Music is a waste of the country.
21:28.8,21:30.8,Muzyka,Music,neutrality,neutral,neutral,Music is a waste of the country.
21:30.8,21:32.8,Muzyka,Music,neutrality,neutral,neutral,Music is a waste of the country.
21:32.8,21:34.8,Muzyka,Music,neutrality,neutral,neutral,Music is a waste of the country.
21:34.8,21:36.8,Muzyka,Music,neutrality,neutral,neutral,Music is a waste of the country.
21:36.8,21:38.8,Muzyka,Music,neutrality,neutral,neutral,Music is a waste of the country.
21:38.8,21:40.8,Muzyka,Music,neutrality,neutral,neutral,Music is a waste of the country.
21:40.8,21:42.8,Muzyka,Music,neutrality,neutral,neutral,Music is a waste of the country.
21:42.8,21:44.8,Muzyka,Music,neutrality,neutral,neutral,Music is a waste of the country.
21:44.8,21:46.8,Muzyka,Music,neutrality,neutral,neutral,Music is a waste of the country.
21:46.8,21:48.8,Muzyka,Music,neutrality,neutral,neutral,Music is a waste of the country.
21:48.8,21:50.8,Muzyka,Music,neutrality,neutral,neutral,Music is a waste of the country.
21:50.8,21:52.8,Muzyka,Music,neutrality,neutral,neutral,Music is a waste of the country.
21:52.8,21:54.8,Muzyka,Music,neutrality,neutral,neutral,Music is a waste of the country.
21:54.8,21:56.8,Muzyka,Music,neutrality,neutral,neutral,Music is a waste of the country.
21:56.8,21:58.8,Muzyka,Music,neutrality,neutral,neutral,Music is a waste of the country.
21:58.8,22:00.8,Muzyka,Music,neutrality,neutral,neutral,Music is a waste of the country.
22:00.8,22:02.8,Muzyka,Music,neutrality,neutral,neutral,Music is a waste of the country.
22:02.8,22:04.8,Muzyka,Music,neutrality,neutral,neutral,Music is a waste of the country.
22:05.8,22:10.8,"Na szybko rzucamy jakieś pomysły w stylu pomidorki, to są oczy Shreka.","We quickly throw out some ideas like little tomatoes, these are Shrek's eyes.",spontaneity,neutral,mild,"We're going to have to take a quick look at this, like, a little Sharpe in Shield."
22:10.8,22:14.8,I tu mamy zęby Shreka. Co wolisz? Oczy czy zęby?,And here we have Shrek's teeth. What do you prefer? Eyes or teeth?,curiosity,neutral,mild,"And you'd like a teeth of your teeth, and you'd like to be teeth."
22:14.8,22:18.8,Metoda na Shreka pomogła. Niebiescy odrabiają straty.,The Shrek method helped. The Blues are making a comeback.,hope,happiness,moderate,They're gonna be able to help the Shimmers of Shields.
22:18.8,22:21.8,"No trzeba walczyć do końca, zawsze trzeba walczyć do końca.","You have to fight until the end, you always have to fight until the end.",determination,happiness,moderate,"Well, it's the end of the end of the end of the world."
22:21.8,22:24.8,"Pod okładkę możesz wrócić później, jak będziesz chciał.","You can come back under the cover later, whenever you want.",permission,neutral,neutral,"You can get back to the cover, and then you can get back to the cover."
22:24.8,22:29.8,"Bardzo mi smakowały niebiescy, że zrobili niebiescy.","I really liked the blue ones, that they made the blue ones.",appreciation,happiness,mild,"I'm very happy to have the blue blue blue, so they made me taste."
22:30.8,22:34.8,Najbardziej mi smakują naleśniki.,I like pancakes the most.,preference,happiness,mild,The only thing you need to do is make me feel free.
22:36.8,22:38.8,Ja głosuję na niebieski.,I vote for blue.,preference,neutral,neutral,I'm gonna text the name of the bluebell.
22:38.8,22:40.8,Na przykład ćwiczenie.,"For example, exercise.",neutrality,neutral,neutral,"Like, for instance, for instance, there's an opportunity to be an opportunity."
22:42.8,22:44.8,Głosujemy na niebieski.,We vote for blue.,preference,neutral,neutral,"We're going to write the name of the blue paper, and we're gonna write it up."
22:44.8,22:47.8,Całe siły! Całe siły!,All strength! All strength!,determination,happiness,intense,The whole power of power is to cover the power!
22:48.8,22:51.8,"Byłem zadowolony, byłem pewien, że wygramy to zadanie.","I was satisfied, I was sure that we would win this task.",confidence,happiness,moderate,"I was very happy to win, and I'm sure we won't win."
22:52.8,22:53.8,Kto wygra?,Who will win?,curiosity,neutral,mild,"Who won't win, uh, win you?"
22:53.8,22:54.8,Czerwoni.,Red ones.,neutrality,neutral,neutral,"Red, you know, Redmond's gonna be out there."
22:54.8,22:55.8,Dlaczego?,Why?,confusion,surprise,mild,Why do you want me to go to the circus?
22:55.8,22:57.8,No bo oni mają to.,Because they have it.,resentment,anger,mild,"That's why they have it, 'cause they have it."
22:57.8,22:59.8,"Oni mają to, czekoladę.","They have it, chocolate.",desire,happiness,mild,"They have a chocolate, and they have a chocolate."
23:00.8,23:04.8,Uśmiechnięte dzieci. Całe brązowe buzie od murzynka.,Smiling children. Entirely brown faces from chocolate cake.,amusement,happiness,mild,"The whole brownies of the children's children, and the brownies are the same."
23:04.8,23:06.8,To szaleństwo.,This is madness.,bewilderment,surprise,moderate,"It's crazy, and it's a crazy thing for me to do it."
23:11.8,23:14.8,Czerwoni! Czerwoni!,Reds! Reds!,excitement,happiness,intense,"Red, Redmond's got a hell of a lot of funerals!"
23:15.8,23:17.8,"Proszę bardzo, truskawka.","Here you go, strawberry.",generosity,happiness,mild,"Please, please, uh, it's a very difficult thing for a dead man."
23:19.8,23:22.8,"Dzieciaki, chce ktoś jeszcze pizzę?","Kids, does anyone want more pizza?",curiosity,neutral,neutral,"Kids, someone else wants to wear a pizza, you know?"
23:22.8,23:25.8,Zapraszamy do nas z talerzykami!,Come to us with your plates!,invitation,happiness,mild,We're going to have sex with a couple of us in the morning.
23:25.8,23:26.8,Można dwa kawałki?,Can I have two pieces?,desire,happiness,mild,Can you get the fuck out of here?
23:26.8,23:27.8,Proszę bardzo.,You're welcome.,politeness,neutral,neutral,"Please, please, uh, there's a very much to be done."
23:28.8,23:30.8,"To jest najlepszy komplement, który może być,","This is the best compliment there can be,",appreciation,happiness,mild,"This is the best compliment to be a compliment, which is the best part of the team."
23:30.8,23:33.8,kiedy dzieciaki przychodzą do ciebie i mówią,when the kids come to you and say,anticipation,surprise,mild,"When the kids come to you, they say that they're coming to you and they're coming to you."
23:33.8,23:36.8,"wy mieli smaczne danie, będziemy za Czerwonych.","you had a tasty dish, we will be for the Reds.",preference,neutral,neutral,"Red mercury, we're gonna have to give you a kick-out sessions, and we're gonna have to make it."
23:36.8,23:39.8,"I ja tak, jest, my to zrobili, jest!","And me too, yes, we did it, yes!",triumph,happiness,intense,"Yeah, well, it's like we're doing it, and it's me, and it's just... it's not us."
23:39.8,23:44.8,Czerwoni! Czerwoni! Czerwoni!,Reds! Reds! Reds!,excitement,happiness,intense,"Red, Red Redmond, you're gonna have to take the Redfish!"
23:45.8,23:46.8,Dokładkę?,A second helping?,curiosity,neutral,neutral,"For the record, the rocket goes down to the table."
23:47.8,23:49.8,"Jak fajnie, dokładkę, jest!","How nice, seconds, yes!",excitement,happiness,moderate,How cool is it?
23:50.8,23:51.8,Dzięki!,Thanks!,gratitude,happiness,mild,"Thanks to the fact that you're doing, you know?"
23:52.8,23:53.8,Jesteście super!,You are great!,admiration,happiness,moderate,"You're a great man, and you're a superhero."
23:55.8,23:58.8,"Moi kochani, większość z was już zagłosowała","My dears, most of you have already voted",affection,happiness,mild,"My mom loved you, and most of you, she loves most of you."
23:58.8,24:03.8,i teraz wynik jest z przewagą drużyny czerwonej.,and now the score is in favor of the red team.,acknowledgment,neutral,neutral,The winner is that the team has been placed on the red carpet.
24:03.8,24:06.8,80 do 58.,80 to 58.,indifference,neutral,neutral,It's not like the 80th century.
24:06.8,24:08.8,"Natomiast wszystko może się zdarzyć,","However, anything can happen,",uncertainty,surprise,mild,It's just that it's possible that it's about to change everything.
24:08.8,24:11.8,"ponieważ trzy najważniejsze dzisiaj osoby,","because the three most important people today,",anticipation,neutral,mild,'Cause the most important person in this morning is the most important person that I've ever seen.
24:11.8,24:14.8,"Dawid, Oliwia i Helenka, jeszcze nie zagłosowały,","Dawid, Oliwia and Helenka have not voted yet,",expectation,neutral,neutral,"Helen, Helen, Helen and Helen, there were no more of them in the world than that,"
24:14.8,24:18.8,a ich głos liczy się tak jak 10 balonów.,and their voice counts as much as 10 balloons.,comparison,neutral,neutral,"And as long as they're concerned, they're going to have to vote on their own voice."
24:19.8,24:25.8,"Dziękujemy, dziękujemy, dziękujemy!","Thank you, thank you, thank you!",gratitude,happiness,intense,"Thank you for coming, and we thank you for doing your best."
24:25.8,24:28.8,"Nie, nie, nie, proszę, proszę, nie, nie, nie.","No, no, no, please, please, no, no, no.",pleading,fear,intense,"Oh, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no."
24:28.8,24:31.8,"Dziękujemy, dziękujemy, dziękujemy!","Thank you, thank you, thank you!",gratitude,happiness,intense,"Thank you for coming, and we thank you for doing your best."
24:31.8,24:33.8,10 balonów opisanych po półtora miesiąca.,10 balloons described after one and a half months.,curiosity,neutral,neutral,"You know, I'm gonna use a half-year-old ballplayer in a month."
24:33.8,24:35.8,Czy po półtora zacznie się otworzyć?,Will it start to open after one and a half?,uncertainty,neutral,mild,Is it possible to open a half-hour door to open up?
24:41.8,24:44.8,"Koniec, jesteśmy ugotowani generalnie.","It's over, we're basically done for.",resignation,sadness,moderate,"The end of the day, we're a geneticist, and we're in the middle of the equation."
24:44.8,24:45.8,Wymywaliśmy.,We were making things up.,improvisation,neutral,neutral,"We've been monitoring each other, and we're gonna have a fight."
24:47.8,24:51.8,"Kamień serca, naprawdę, my się sobie wygraliśmy!","A weight off the heart, really, we won for ourselves!",relief,happiness,intense,"We had a heart attack, so we won't win!"
